150
1738D0
4902.801076D0
19	15	 0.4782855712790D-6	-0.9526123345100D-6
19	16	 0.3400411886310D-6	 0.6691698321440D-6
19	17	-0.1116168839780D-5	-0.9489942370640D-6
19	18	 0.1120236394710D-5	-0.1838220761960D-6
19	19	 0.4110889743330D-6	 0.2225084325370D-6
20	0	 0.6479528616850D-6	 0.0000000000000D+0
20	1	-0.5572866791860D-7	-0.5133192513590D-6
20	2	 0.4528099657880D-6	-0.1714125469790D-6
20	3	 0.5657038976570D-6	-0.7687475443690D-7
20	4	 0.7002709195350D-6	-0.4324928651790D-6
20	5	 0.9050862958150D-7	-0.3976770261320D-6
20	6	-0.3689483180410D-6	 0.5186981793740D-6
20	7	-0.6720988743639D-6	-0.6558606836800D-6
20	8	 0.4873268401860D-6	 0.1565484945130D-7
20	9	-0.7468130583780D-7	 0.2709073939560D-6
20	10	 0.1264348274300D-6	-0.2273419715640D-6
20	11	 0.2733385413310D-6	 0.9326929774830D-6
20	12	 0.9203062799960D-9	-0.1126925150630D-5
20	13	 0.6678592405000D-6	 0.5366913223620D-6
20	14	 0.1001635721430D-6	-0.2364188754090D-7
20	15	-0.1935368147240D-7	-0.6960508048200D-7
20	16	 0.6659402534460D-6	 0.5304843369430D-6
20	17	 0.5485487950080D-6	-0.1304360174690D-5
20	18	 0.5669943123040D-6	-0.7999705959859D-6
20	19	-0.2024590785590D-6	 0.5446534750510D-6
20	20	 0.1177059630270D-6	-0.2733330835330D-6
21	0	-0.9710991223150D-7	 0.0000000000000D+0
21	1	-0.3203498933070D-6	 0.4767033120800D-6
21	2	-0.1421724588880D-5	-0.1162929762470D-6
21	3	 0.5759473584060D-6	-0.7833212678710D-6
21	4	-0.6251377042400D-6	 0.4726099258220D-6
21	5	 0.2174568508600D-6	 0.7720562584770D-7
21	6	-0.5533094866200D-7	-0.2261353358910D-6
21	7	-0.2981349020700D-6	 0.3752135892020D-6
21	8	-0.6681723018350D-6	-0.2070461285590D-6
21	9	-0.1762809264270D-6	-0.4283962916640D-6
21	10	 0.1444835344690D-8	-0.1962018087780D-6
21	11	-0.3135651097150D-7	 0.3691501986390D-7
21	12	-0.2068121437210D-6	 0.5257282872700D-6
21	13	-0.2473288249310D-6	 0.5599977501760D-7
21	14	-0.8306669834000D-7	 0.4359175441980D-6
21	15	-0.4543654772950D-6	 0.3267066816990D-6
21	16	 0.9323426485840D-6	-0.1705313118620D-6
21	17	 0.9143976041650D-6	 0.4225312226820D-6
21	18	 0.6409520715310D-7	-0.3330112688560D-6
21	19	 0.2468723904560D-5	 0.6297215048300D-6
21	20	-0.5223735218380D-6	 0.2300887128950D-5
21	21	-0.5794667275250D-6	 0.2779353234420D-6
22	0	-0.1223924503870D-6	 0.0000000000000D+0
22	1	-0.1248534578850D-6	 0.3584462298700D-6
22	2	-0.3476541232610D-6	-0.8721310613639D-7
22	3	 0.7042932538400D-6	 0.4322995835640D-6
22	4	 0.3949039430980D-6	 0.2007638737180D-7
22	5	 0.2363722210490D-6	-0.5900657633970D-6
22	6	-0.2763063707570D-6	 0.1870875385550D-6
22	7	 0.4087191090710D-6	 0.5116961939820D-6
22	8	 0.2540338199950D-6	-0.1877737703890D-6
22	9	 0.5772158014550D-6	 0.3308109912250D-6
22	10	-0.2372817945940D-6	 0.5030190650530D-6
22	11	 0.1488755399570D-6	-0.5749848538250D-6
22	12	-0.2881593824950D-6	-0.1121996257780D-6
22	13	-0.4234859476650D-6	 0.1525347591160D-6
22	14	-0.8637431568090D-6	 0.8625109089660D-6
22	15	-0.2590000799430D-6	-0.2376155459310D-6
22	16	-0.6967606462190D-6	 0.3605732061650D-6
22	17	-0.5797831307150D-6	-0.1243358565960D-6
22	18	 0.6786613296110D-6	 0.4870524843849D-6
22	19	-0.7376166573060D-6	-0.5381514315060D-7
22	20	-0.1052768716580D-6	-0.6838245953200D-6
22	21	 0.8945565134380D-8	 0.2272397119020D-6
22	22	 0.5174220621740D-6	 0.6917290816270D-6
23	0	-0.1965893339480D-6	 0.0000000000000D+0
23	1	 0.4508688197850D-9	-0.9083097308370D-6
23	2	 0.3473200197950D-6	-0.5031107182220D-7
23	3	-0.4308858478180D-6	 0.4433155790290D-6
23	4	 0.2426712262720D-6	-0.5707802609160D-6
23	5	-0.3930510714340D-6	 0.7475534935640D-6
23	6	 0.6129675219320D-6	 0.6276889920790D-7
23	7	 0.5348521688500D-6	-0.8476223598389D-6
23	8	 0.4322711611020D-6	-0.2484920121710D-6
23	9	 0.8011697629520D-6	-0.4239906098390D-7
23	10	-0.6891431573190D-6	-0.4239643144100D-7
23	11	-0.1233212848900D-7	 0.2086504388200D-6
23	12	-0.8350432975950D-7	-0.6181163127060D-6
23	13	-0.5538280491080D-6	 0.3306537425030D-6
23	14	 0.7194860524120D-6	-0.4283694986930D-6
23	15	 0.1596021338060D-6	 0.4456253579290D-6
23	16	-0.5206325953980D-6	 0.2715242041090D-6
23	17	-0.1998188096130D-6	-0.2966408808380D-6
23	18	-0.1512984221350D-6	 0.2537679439900D-6
23	19	-0.2732084817600D-6	-0.4096978761780D-6
23	20	 0.3661698265000D-6	 0.7802975199670D-6
23	21	 0.1254442770280D-6	 0.2541672502670D-6
