           Time             nu             p1             p2           varL             q1             q2
   21250.000000       0.001079      -0.000322      -0.000070      29.282563      -0.079217      -3.174651
   21300.000000       0.001079      -0.000325      -0.000064      29.336713      -0.079494      -3.174816
   21350.000000       0.001079      -0.000328      -0.000059      29.390869      -0.079788      -3.174969
   21400.000000       0.001079      -0.000330      -0.000055      29.445030      -0.080099      -3.175111
   21450.000000       0.001079      -0.000332      -0.000052      29.499198      -0.080426      -3.175239
   21500.000000       0.001079      -0.000332      -0.000050      29.553371      -0.080766      -3.175351
   21550.000000       0.001079      -0.000333      -0.000048      29.607549      -0.081118      -3.175447
   21600.000000       0.001079      -0.000333      -0.000046      29.661731      -0.081481      -3.175524
   21650.000000       0.001079      -0.000333      -0.000046      29.715917      -0.081852      -3.175582
   21700.000000       0.001079      -0.000334      -0.000045      29.770106      -0.082229      -3.175621
   21750.000000       0.001079      -0.000334      -0.000044      29.824296      -0.082609      -3.175639
   21800.000000       0.001079      -0.000334      -0.000044      29.878487      -0.082990      -3.175637
   21850.000000       0.001079      -0.000334      -0.000044      29.932678      -0.083369      -3.175614
   21900.000000       0.001079      -0.000333      -0.000043      29.986866      -0.083744      -3.175571
   21950.000000       0.001079      -0.000333      -0.000042      30.041053      -0.084113      -3.175508
   22000.000000       0.001079      -0.000333      -0.000041      30.095237      -0.084476      -3.175425
   22050.000000       0.001079      -0.000332      -0.000039      30.149418      -0.084829      -3.175325
   22100.000000       0.001079      -0.000331      -0.000036      30.203595      -0.085170      -3.175207
   22150.000000       0.001079      -0.000330      -0.000033      30.257767      -0.085497      -3.175075
   22200.000000       0.001079      -0.000328      -0.000029      30.311932      -0.085809      -3.174928
   22250.000000       0.001079      -0.000325      -0.000024      30.366092      -0.086104      -3.174769
   22300.000000       0.001079      -0.000322      -0.000019      30.420245      -0.086382      -3.174599
   22350.000000       0.001079      -0.000318      -0.000013      30.474392      -0.086642      -3.174420
   22400.000000       0.001079      -0.000312      -0.000005      30.528532      -0.086884      -3.174234
   22450.000000       0.001079      -0.000305       0.000002      30.582664      -0.087105      -3.174043
   22500.000000       0.001079      -0.000297       0.000011      30.636788      -0.087306      -3.173850
   22550.000000       0.001079      -0.000288       0.000019      30.690904      -0.087487      -3.173657
   22600.000000       0.001079      -0.000278       0.000028      30.745013      -0.087648      -3.173466
   22650.000000       0.001079      -0.000265       0.000037      30.799114      -0.087788      -3.173279
   22700.000000       0.001079      -0.000252       0.000046      30.853207      -0.087909      -3.173098
   22750.000000       0.001079      -0.000236       0.000055      30.907293      -0.088011      -3.172926
   22800.000000       0.001079      -0.000220       0.000064      30.961373      -0.088096      -3.172764
   22850.000000       0.001079      -0.000202       0.000072      31.015446      -0.088164      -3.172613
   22900.000000       0.001079      -0.000182       0.000080      31.069514      -0.088218      -3.172477
   22950.000000       0.001079      -0.000162       0.000086      31.123576      -0.088258      -3.172355
   23000.000000       0.001079      -0.000140       0.000092      31.177634      -0.088286      -3.172251
   23050.000000       0.001079      -0.000117       0.000097      31.231687      -0.088305      -3.172164
   23100.000000       0.001079      -0.000094       0.000101      31.285738      -0.088316      -3.172097
   23150.000000       0.001079      -0.000069       0.000103      31.339787      -0.088321      -3.172049
   23200.000000       0.001079      -0.000045       0.000105      31.393833      -0.088322      -3.172020
   23250.000000       0.001079      -0.000020       0.000104      31.447879      -0.088322      -3.172012
   23300.000000       0.001079       0.000004       0.000103      31.501925      -0.088323      -3.172024
   23350.000000       0.001079       0.000028       0.000100      31.555971      -0.088327      -3.172056
   23400.000000       0.001079       0.000052       0.000096      31.610019      -0.088336      -3.172108
   23450.000000       0.001079       0.000074       0.000091      31.664069      -0.088352      -3.172179
   23500.000000       0.001079       0.000096       0.000085      31.718122      -0.088377      -3.172268
   23550.000000       0.001079       0.000117       0.000078      31.772179      -0.088414      -3.172374
   23600.000000       0.001079       0.000137       0.000070      31.826241      -0.088463      -3.172496
   23650.000000       0.001079       0.000155       0.000062      31.880309      -0.088527      -3.172633
   23700.000000       0.001079       0.000172       0.000053      31.934382      -0.088606      -3.172782
   23750.000000       0.001079       0.000187       0.000043      31.988462      -0.088703      -3.172941
   23800.000000       0.001079       0.000202       0.000034      32.042549      -0.088819      -3.173110
   23850.000000       0.001079       0.000214       0.000024      32.096643      -0.088954      -3.173287
   23900.000000       0.001079       0.000225       0.000014      32.150746      -0.089109      -3.173468
   23950.000000       0.001079       0.000235       0.000005      32.204856      -0.089286      -3.173653
   24000.000000       0.001079       0.000244      -0.000004      32.258976      -0.089483      -3.173838
   24050.000000       0.001079       0.000251      -0.000013      32.313104      -0.089701      -3.174022
   24100.000000       0.001079       0.000257      -0.000022      32.367240      -0.089939      -3.174202
   24150.000000       0.001079       0.000262      -0.000029      32.421384      -0.090196      -3.174375
   24200.000000       0.001079       0.000266      -0.000036      32.475534      -0.090471      -3.174540
   24250.000000       0.001079       0.000269      -0.000042      32.529690      -0.090764      -3.174694
   24300.000000       0.001079       0.000272      -0.000046      32.583852      -0.091074      -3.174836
   24350.000000       0.001079       0.000273      -0.000050      32.638021      -0.091399      -3.174964
   24400.000000       0.001079       0.000274      -0.000053      32.692194      -0.091738      -3.175077
   24450.000000       0.001079       0.000275      -0.000055      32.746372      -0.092088      -3.175173
   24500.000000       0.001079       0.000275      -0.000057      32.800555      -0.092449      -3.175251
   24550.000000       0.001079       0.000275      -0.000058      32.854740      -0.092818      -3.175311
   24600.000000       0.001079       0.000275      -0.000059      32.908929      -0.093193      -3.175350
   24650.000000       0.001079       0.000276      -0.000059      32.963119      -0.093572      -3.175370
   24700.000000       0.001079       0.000276      -0.000060      33.017309      -0.093953      -3.175368
   24750.000000       0.001079       0.000276      -0.000060      33.071500      -0.094333      -3.175346
   24800.000000       0.001079       0.000275      -0.000060      33.125690      -0.094710      -3.175304
   24850.000000       0.001079       0.000275      -0.000061      33.179878      -0.095082      -3.175242
   24900.000000       0.001079       0.000275      -0.000062      33.234063      -0.095446      -3.175160
   24950.000000       0.001079       0.000275      -0.000064      33.288245      -0.095802      -3.175060
   25000.000000       0.001079       0.000274      -0.000066      33.342423      -0.096146      -3.174943
   25050.000000       0.001079       0.000273      -0.000069      33.396597      -0.096477      -3.174809
   25100.000000       0.001079       0.000271      -0.000072      33.450764      -0.096794      -3.174661
   25150.000000       0.001079       0.000269      -0.000077      33.504926      -0.097094      -3.174501
   25200.000000       0.001079       0.000265      -0.000082      33.559082      -0.097378      -3.174329
   25250.000000       0.001079       0.000261      -0.000088      33.613230      -0.097642      -3.174148
   25300.000000       0.001079       0.000256      -0.000095      33.667371      -0.097887      -3.173960
   25350.000000       0.001079       0.000250      -0.000102      33.721505      -0.098112      -3.173768
   25400.000000       0.001079       0.000242      -0.000110      33.775631      -0.098317      -3.173573
   25450.000000       0.001079       0.000233      -0.000118      33.829748      -0.098501      -3.173377
   25500.000000       0.001079       0.000222      -0.000127      33.883859      -0.098664      -3.173184
   25550.000000       0.001079       0.000210      -0.000136      33.937961      -0.098806      -3.172995
   25600.000000       0.001079       0.000196      -0.000145      33.992057      -0.098929      -3.172813
   25650.000000       0.001079       0.000181      -0.000155      34.046146      -0.099033      -3.172639
   25700.000000       0.001079       0.000164      -0.000164      34.100227      -0.099119      -3.172475
   25750.000000       0.001079       0.000145      -0.000172      34.154303      -0.099189      -3.172324
   25800.000000       0.001079       0.000125      -0.000180      34.208372      -0.099243      -3.172187
   25850.000000       0.001079       0.000104      -0.000187      34.262435      -0.099284      -3.172065
   25900.000000       0.001079       0.000082      -0.000193      34.316494      -0.099313      -3.171960
   25950.000000       0.001079       0.000059      -0.000198      34.370549      -0.099332      -3.171873
   26000.000000       0.001079       0.000035      -0.000201      34.424600      -0.099343      -3.171805
   26050.000000       0.001079       0.000011      -0.000204      34.478650      -0.099348      -3.171756
   26100.000000       0.001079      -0.000014      -0.000205      34.532697      -0.099350      -3.171728
   26150.000000       0.001079      -0.000039      -0.000205      34.586744      -0.099350      -3.171720
   26200.000000       0.001079      -0.000064      -0.000203      34.640791      -0.099350      -3.171733
   26250.000000       0.001079      -0.000088      -0.000201      34.694840      -0.099354      -3.171766
   26300.000000       0.001079      -0.000113      -0.000197      34.748889      -0.099363      -3.171819
   26350.000000       0.001079      -0.000136      -0.000191      34.802942      -0.099379      -3.171891
   26400.000000       0.001079      -0.000159      -0.000185      34.856998      -0.099404      -3.171981
   26450.000000       0.001079      -0.000181      -0.000178      34.911057      -0.099441      -3.172088
   26500.000000       0.001079      -0.000201      -0.000169      34.965122      -0.099490      -3.172211
   26550.000000       0.001079      -0.000221      -0.000160      35.019192      -0.099554      -3.172348
   26600.000000       0.001079      -0.000239      -0.000151      35.073267      -0.099634      -3.172499
   26650.000000       0.001079      -0.000255      -0.000141      35.127350      -0.099731      -3.172660
   26700.000000       0.001079      -0.000270      -0.000131      35.181438      -0.099846      -3.172829
   26750.000000       0.001079      -0.000283      -0.000121      35.235534      -0.099981      -3.173006
   26800.000000       0.001079      -0.000295      -0.000111      35.289636      -0.100134      -3.173186
   26850.000000       0.001079      -0.000305      -0.000102      35.343745      -0.100308      -3.173369
   26900.000000       0.001079      -0.000313      -0.000093      35.397862      -0.100502      -3.173553
   26950.000000       0.001079      -0.000320      -0.000085      35.451986      -0.100717      -3.173735
   27000.000000       0.001079      -0.000326      -0.000078      35.506117      -0.100952      -3.173913
   27050.000000       0.001079      -0.000331      -0.000071      35.560257      -0.101206      -3.174085
   27100.000000       0.001079      -0.000335      -0.000065      35.614403      -0.101478      -3.174249
   27150.000000       0.001079      -0.000338      -0.000060      35.668557      -0.101769      -3.174403
   27200.000000       0.001079      -0.000340      -0.000055      35.722718      -0.102076      -3.174545
   27250.000000       0.001079      -0.000341      -0.000051      35.776885      -0.102399      -3.174673
   27300.000000       0.001079      -0.000343      -0.000047      35.831057      -0.102735      -3.174786
   27350.000000       0.001079      -0.000343      -0.000045      35.885234      -0.103083      -3.174883
   27400.000000       0.001079      -0.000344      -0.000043      35.939415      -0.103442      -3.174961
   27450.000000       0.001079      -0.000344      -0.000042      35.993599      -0.103809      -3.175021
   27500.000000       0.001079      -0.000344      -0.000041      36.047787      -0.104183      -3.175062
   27550.000000       0.001079      -0.000344      -0.000040      36.101977      -0.104561      -3.175082
   27600.000000       0.001079      -0.000344      -0.000040      36.156167      -0.104941      -3.175082
   27650.000000       0.001079      -0.000344      -0.000039      36.210358      -0.105320      -3.175061
   27700.000000       0.001079      -0.000343      -0.000038      36.264548      -0.105696      -3.175020
   27750.000000       0.001079      -0.000343      -0.000037      36.318736      -0.106065      -3.174959
   27800.000000       0.001079      -0.000343      -0.000036      36.372921      -0.106427      -3.174879
   27850.000000       0.001079      -0.000342      -0.000033      36.427103      -0.106780      -3.174780
   27900.000000       0.001079      -0.000341      -0.000031      36.481281      -0.107123      -3.174664
   27950.000000       0.001079      -0.000340      -0.000028      36.535454      -0.107452      -3.174533
   28000.000000       0.001079      -0.000338      -0.000024      36.589622      -0.107768      -3.174386
   28050.000000       0.001079      -0.000336      -0.000020      36.643784      -0.108068      -3.174227
   28100.000000       0.001079      -0.000333      -0.000014      36.697940      -0.108350      -3.174056
   28150.000000       0.001079      -0.000328      -0.000008      36.752089      -0.108615      -3.173877
   28200.000000       0.001079      -0.000323      -0.000001      36.806231      -0.108860      -3.173690
   28250.000000       0.001079      -0.000317       0.000006      36.860365      -0.109086      -3.173498
   28300.000000       0.001079      -0.000309       0.000014      36.914492      -0.109291      -3.173303
   28350.000000       0.001079      -0.000300       0.000023      36.968611      -0.109476      -3.173107
   28400.000000       0.001079      -0.000290       0.000031      37.022722      -0.109641      -3.172913
   28450.000000       0.001079      -0.000278       0.000040      37.076825      -0.109785      -3.172723
   28500.000000       0.001079      -0.000265       0.000049      37.130921      -0.109910      -3.172538
   28550.000000       0.001079      -0.000250       0.000058      37.185010      -0.110016      -3.172362
   28600.000000       0.001079      -0.000233       0.000067      37.239092      -0.110104      -3.172195
   28650.000000       0.001079      -0.000215       0.000075      37.293168      -0.110176      -3.172039
   28700.000000       0.001079      -0.000196       0.000083      37.347237      -0.110233      -3.171898
   28750.000000       0.001079      -0.000176       0.000090      37.401301      -0.110276      -3.171771
   28800.000000       0.001079      -0.000154       0.000096      37.455360      -0.110306      -3.171660
   28850.000000       0.001079      -0.000132       0.000101      37.509414      -0.110327      -3.171567
   28900.000000       0.001079      -0.000109       0.000105      37.563466      -0.110339      -3.171492
   28950.000000       0.001079      -0.000085       0.000108      37.617514      -0.110345      -3.171436
   29000.000000       0.001079      -0.000061       0.000109      37.671560      -0.110347      -3.171400
   29050.000000       0.001079      -0.000037       0.000109      37.725605      -0.110348      -3.171385
   29100.000000       0.001079      -0.000013       0.000108      37.779650      -0.110348      -3.171390
   29150.000000       0.001079       0.000011       0.000105      37.833694      -0.110351      -3.171415
   29200.000000       0.001079       0.000034       0.000102      37.887741      -0.110358      -3.171461
   29250.000000       0.001079       0.000057       0.000097      37.941789      -0.110373      -3.171526
   29300.000000       0.001079       0.000079       0.000091      37.995841      -0.110396      -3.171611
   29350.000000       0.001079       0.000099       0.000084      38.049898      -0.110430      -3.171713
   29400.000000       0.001079       0.000120       0.000076      38.103959      -0.110478      -3.171831
   29450.000000       0.001079       0.000139       0.000067      38.158027      -0.110539      -3.171965
   29500.000000       0.001079       0.000157       0.000057      38.212101      -0.110616      -3.172111
   29550.000000       0.001079       0.000174       0.000047      38.266183      -0.110711      -3.172269
   29600.000000       0.001079       0.000189       0.000036      38.320271      -0.110824      -3.172435
   29650.000000       0.001079       0.000203       0.000026      38.374366      -0.110955      -3.172609
   29700.000000       0.001079       0.000215       0.000016      38.428467      -0.111107      -3.172788
   29750.000000       0.001079       0.000225       0.000006      38.482576      -0.111278      -3.172970
   29800.000000       0.001079       0.000234      -0.000003      38.536692      -0.111470      -3.173152
   29850.000000       0.001079       0.000241      -0.000011      38.590816      -0.111683      -3.173334
   29900.000000       0.001079       0.000247      -0.000019      38.644948      -0.111916      -3.173512
   29950.000000       0.001079       0.000252      -0.000027      38.699088      -0.112169      -3.173684
   30000.000000       0.001079       0.000256      -0.000033      38.753235      -0.112441      -3.173849
   30050.000000       0.001079       0.000259      -0.000039      38.807390      -0.112731      -3.174003
   30100.000000       0.001079       0.000261      -0.000043      38.861550      -0.113039      -3.174146
   30150.000000       0.001079       0.000263      -0.000047      38.915717      -0.113362      -3.174276
   30200.000000       0.001079       0.000264      -0.000050      38.969890      -0.113699      -3.174390
   30250.000000       0.001079       0.000265      -0.000053      39.024067      -0.114048      -3.174488
   30300.000000       0.001079       0.000265      -0.000055      39.078249      -0.114408      -3.174568
   30350.000000       0.001079       0.000265      -0.000056      39.132434      -0.114775      -3.174629
   30400.000000       0.001079       0.000265      -0.000057      39.186621      -0.115150      -3.174671
   30450.000000       0.001079       0.000265      -0.000057      39.240811      -0.115528      -3.174692
   30500.000000       0.001079       0.000265      -0.000057      39.295002      -0.115908      -3.174693
   30550.000000       0.001079       0.000265      -0.000058      39.349192      -0.116289      -3.174673
   30600.000000       0.001079       0.000265      -0.000058      39.403383      -0.116666      -3.174633
   30650.000000       0.001079       0.000265      -0.000059      39.457571      -0.117040      -3.174572
   30700.000000       0.001079       0.000265      -0.000060      39.511758      -0.117406      -3.174492
   30750.000000       0.001079       0.000264      -0.000061      39.565942      -0.117764      -3.174394
   30800.000000       0.001079       0.000264      -0.000063      39.620121      -0.118110      -3.174278
   30850.000000       0.001079       0.000262      -0.000066      39.674297      -0.118445      -3.174145
   30900.000000       0.001079       0.000261      -0.000070      39.728467      -0.118764      -3.173998
   30950.000000       0.001079       0.000258      -0.000074      39.782631      -0.119068      -3.173838
   31000.000000       0.001079       0.000255      -0.000079      39.836790      -0.119355      -3.173666
   31050.000000       0.001079       0.000251      -0.000086      39.890942      -0.119624      -3.173484
   31100.000000       0.001079       0.000245      -0.000093      39.945087      -0.119874      -3.173295
   31150.000000       0.001079       0.000239      -0.000100      39.999225      -0.120104      -3.173101
   31200.000000       0.001079       0.000231      -0.000109      40.053356      -0.120313      -3.172903
   31250.000000       0.001079       0.000222      -0.000118      40.107479      -0.120503      -3.172704
   31300.000000       0.001079       0.000211      -0.000127      40.161594      -0.120672      -3.172505
   31350.000000       0.001079       0.000199      -0.000136      40.215701      -0.120820      -3.172311
   31400.000000       0.001079       0.000185      -0.000145      40.269800      -0.120949      -3.172122
   31450.000000       0.001079       0.000170      -0.000154      40.323892      -0.121059      -3.171941
   31500.000000       0.001079       0.000153      -0.000163      40.377976      -0.121150      -3.171770
   31550.000000       0.001079       0.000135      -0.000172      40.432054      -0.121224      -3.171610
   31600.000000       0.001079       0.000115      -0.000180      40.486126      -0.121283      -3.171464
   31650.000000       0.001079       0.000094      -0.000187      40.540193      -0.121328      -3.171333
   31700.000000       0.001079       0.000072      -0.000193      40.594255      -0.121360      -3.171218
   31750.000000       0.001079       0.000049      -0.000198      40.648313      -0.121382      -3.171120
   31800.000000       0.001079       0.000025      -0.000202      40.702367      -0.121395      -3.171042
   31850.000000       0.001079      -0.000000      -0.000205      40.756418      -0.121402      -3.170982
   31900.000000       0.001079      -0.000025      -0.000207      40.810467      -0.121404      -3.170943
   31950.000000       0.001079      -0.000050      -0.000207      40.864515      -0.121404      -3.170924
   32000.000000       0.001079      -0.000076      -0.000206      40.918563      -0.121405      -3.170926
   32050.000000       0.001079      -0.000101      -0.000203      40.972611      -0.121407      -3.170949
   32100.000000       0.001079      -0.000126      -0.000199      41.026661      -0.121414      -3.170993
   32150.000000       0.001079      -0.000150      -0.000194      41.080713      -0.121428      -3.171056
   32200.000000       0.001079      -0.000174      -0.000188      41.134768      -0.121450      -3.171138
   32250.000000       0.001079      -0.000196      -0.000181      41.188826      -0.121484      -3.171237
   32300.000000       0.001079      -0.000216      -0.000173      41.242888      -0.121529      -3.171353
   32350.000000       0.001079      -0.000236      -0.000164      41.296954      -0.121589      -3.171484
   32400.000000       0.001079      -0.000253      -0.000155      41.351025      -0.121665      -3.171628
   32450.000000       0.001079      -0.000269      -0.000146      41.405103      -0.121757      -3.171783
   32500.000000       0.001079      -0.000284      -0.000136      41.459186      -0.121868      -3.171947
   32550.000000       0.001079      -0.000297      -0.000127      41.513277      -0.121996      -3.172118
   32600.000000       0.001079      -0.000308      -0.000117      41.567374      -0.122145      -3.172295
   32650.000000       0.001079      -0.000318      -0.000108      41.621479      -0.122313      -3.172474
   32700.000000       0.001079      -0.000326      -0.000099      41.675591      -0.122501      -3.172653
   32750.000000       0.001079      -0.000333      -0.000091      41.729711      -0.122709      -3.172832
   32800.000000       0.001079      -0.000339      -0.000083      41.783840      -0.122938      -3.173008
   32850.000000       0.001079      -0.000344      -0.000076      41.837976      -0.123187      -3.173178
   32900.000000       0.001079      -0.000348      -0.000070      41.892120      -0.123455      -3.173341
   32950.000000       0.001079      -0.000351      -0.000064      41.946272      -0.123742      -3.173496
   33000.000000       0.001079      -0.000353      -0.000059      42.000431      -0.124047      -3.173638
   33050.000000       0.001079      -0.000355      -0.000055      42.054597      -0.124368      -3.173768
   33100.000000       0.001079      -0.000356      -0.000051      42.108769      -0.124703      -3.173883
   33150.000000       0.001079      -0.000357      -0.000048      42.162946      -0.125050      -3.173981
   33200.000000       0.001079      -0.000357      -0.000046      42.217127      -0.125408      -3.174061
   33250.000000       0.001079      -0.000357      -0.000044      42.271311      -0.125773      -3.174123
   33300.000000       0.001079      -0.000357      -0.000043      42.325499      -0.126145      -3.174165
   33350.000000       0.001079      -0.000357      -0.000042      42.379688      -0.126520      -3.174188
   33400.000000       0.001079      -0.000357      -0.000041      42.433878      -0.126898      -3.174189
   33450.000000       0.001079      -0.000357      -0.000040      42.488068      -0.127275      -3.174171
   33500.000000       0.001079      -0.000357      -0.000039      42.542257      -0.127650      -3.174132
   33550.000000       0.001079      -0.000357      -0.000039      42.596445      -0.128020      -3.174073
   33600.000000       0.001079      -0.000357      -0.000037      42.650631      -0.128384      -3.173994
   33650.000000       0.001079      -0.000356      -0.000036      42.704814      -0.128740      -3.173897
   33700.000000       0.001079      -0.000356      -0.000033      42.758993      -0.129084      -3.173783
   33750.000000       0.001079      -0.000354      -0.000031      42.813167      -0.129416      -3.173652
   33800.000000       0.001079      -0.000353      -0.000027      42.867336      -0.129734      -3.173507
   33850.000000       0.001079      -0.000350      -0.000023      42.921499      -0.130035      -3.173348
   33900.000000       0.001079      -0.000347      -0.000017      42.975657      -0.130320      -3.173179
   33950.000000       0.001079      -0.000343      -0.000011      43.029807      -0.130587      -3.172999
   34000.000000       0.001079      -0.000338      -0.000004      43.083951      -0.130836      -3.172812
   34050.000000       0.001079      -0.000332       0.000003      43.138088      -0.131065      -3.172620
   34100.000000       0.001079      -0.000325       0.000011      43.192217      -0.131274      -3.172423
   34150.000000       0.001079      -0.000316       0.000019      43.246338      -0.131462      -3.172226
   34200.000000       0.001079      -0.000306       0.000028      43.300451      -0.131631      -3.172029
   34250.000000       0.001079      -0.000294       0.000037      43.354556      -0.131779      -3.171836
   34300.000000       0.001079      -0.000281       0.000046      43.408654      -0.131908      -3.171648
   34350.000000       0.001079      -0.000267       0.000055      43.462744      -0.132018      -3.171468
   34400.000000       0.001079      -0.000251       0.000064      43.516827      -0.132109      -3.171297
   34450.000000       0.001079      -0.000234       0.000072      43.570902      -0.132184      -3.171137
   34500.000000       0.001079      -0.000216       0.000079      43.624971      -0.132244      -3.170990
   34550.000000       0.001079      -0.000196       0.000086      43.679035      -0.132289      -3.170858
   34600.000000       0.001079      -0.000176       0.000092      43.733093      -0.132322      -3.170742
   34650.000000       0.001079      -0.000155       0.000097      43.787146      -0.132344      -3.170644
   34700.000000       0.001079      -0.000132       0.000100      43.841196      -0.132358      -3.170564
   34750.000000       0.001079      -0.000109       0.000103      43.895243      -0.132365      -3.170503
   34800.000000       0.001079      -0.000085       0.000104      43.949289      -0.132367      -3.170463
   34850.000000       0.001079      -0.000061       0.000104      44.003334      -0.132368      -3.170445
   34900.000000       0.001079      -0.000037       0.000103      44.057380      -0.132368      -3.170447
   34950.000000       0.001079      -0.000012       0.000101      44.111426      -0.132370      -3.170469
   35000.000000       0.001079       0.000012       0.000097      44.165474      -0.132377      -3.170511
   35050.000000       0.001079       0.000036       0.000092      44.219525      -0.132390      -3.170572
   35100.000000       0.001079       0.000059       0.000085      44.273578      -0.132411      -3.170651
   35150.000000       0.001079       0.000081       0.000078      44.327635      -0.132443      -3.170747
   35200.000000       0.001079       0.000101       0.000070      44.381695      -0.132487      -3.170860
   35250.000000       0.001079       0.000121       0.000062      44.435760      -0.132546      -3.170988
   35300.000000       0.001079       0.000138       0.000053      44.489831      -0.132619      -3.171129
   35350.000000       0.001079       0.000155       0.000043      44.543908      -0.132710      -3.171282
   35400.000000       0.001079       0.000169       0.000033      44.597992      -0.132819      -3.171446
   35450.000000       0.001079       0.000183       0.000023      44.652083      -0.132947      -3.171617
   35500.000000       0.001079       0.000195       0.000013      44.706182      -0.133095      -3.171794
   35550.000000       0.001079       0.000205       0.000003      44.760289      -0.133264      -3.171974
   35600.000000       0.001079       0.000214      -0.000006      44.814404      -0.133453      -3.172156
   35650.000000       0.001079       0.000222      -0.000015      44.868526      -0.133663      -3.172337
   35700.000000       0.001079       0.000228      -0.000023      44.922657      -0.133894      -3.172515
   35750.000000       0.001079       0.000233      -0.000030      44.976795      -0.134144      -3.172688
   35800.000000       0.001079       0.000237      -0.000037      45.030940      -0.134413      -3.172853
   35850.000000       0.001079       0.000240      -0.000043      45.085093      -0.134701      -3.173008
   35900.000000       0.001079       0.000243      -0.000048      45.139252      -0.135006      -3.173152
   35950.000000       0.001079       0.000244      -0.000052      45.193417      -0.135326      -3.173282
   36000.000000       0.001079       0.000245      -0.000055      45.247588      -0.135661      -3.173398
   36050.000000       0.001079       0.000246      -0.000058      45.301764      -0.136008      -3.173497
   36100.000000       0.001079       0.000246      -0.000059      45.355945      -0.136366      -3.173579
   36150.000000       0.001079       0.000247      -0.000061      45.410130      -0.136734      -3.173642
   36200.000000       0.001079       0.000247      -0.000062      45.464317      -0.137108      -3.173686
   36250.000000       0.001079       0.000247      -0.000062      45.518507      -0.137486      -3.173709
   36300.000000       0.001079       0.000247      -0.000063      45.572698      -0.137868      -3.173712
   36350.000000       0.001079       0.000247      -0.000063      45.626890      -0.138249      -3.173694
   36400.000000       0.001079       0.000246      -0.000064      45.681082      -0.138629      -3.173656
   36450.000000       0.001079       0.000246      -0.000064      45.735273      -0.139005      -3.173597
   36500.000000       0.001079       0.000246      -0.000066      45.789462      -0.139375      -3.173519
   36550.000000       0.001079       0.000245      -0.000067      45.843649      -0.139736      -3.173421
   36600.000000       0.001079       0.000245      -0.000070      45.897832      -0.140088      -3.173306
   36650.000000       0.001079       0.000243      -0.000073      45.952012      -0.140427      -3.173173
   36700.000000       0.001079       0.000241      -0.000077      46.006186      -0.140752      -3.173026
   36750.000000       0.001079       0.000239      -0.000082      46.060355      -0.141062      -3.172864
   36800.000000       0.001079       0.000236      -0.000087      46.114517      -0.141355      -3.172691
   36850.000000       0.001079       0.000232      -0.000093      46.168672      -0.141630      -3.172507
   36900.000000       0.001079       0.000227      -0.000099      46.222820      -0.141886      -3.172316
   36950.000000       0.001079       0.000221      -0.000107      46.276960      -0.142122      -3.172118
   37000.000000       0.001079       0.000214      -0.000115      46.331093      -0.142338      -3.171917
   37050.000000       0.001079       0.000205      -0.000123      46.385219      -0.142533      -3.171714
   37100.000000       0.001079       0.000195      -0.000132      46.439336      -0.142708      -3.171511
   37150.000000       0.001079       0.000183      -0.000141      46.493446      -0.142862      -3.171312
   37200.000000       0.001079       0.000170      -0.000150      46.547548      -0.142997      -3.171117
   37250.000000       0.001079       0.000155      -0.000159      46.601642      -0.143112      -3.170929
   37300.000000       0.001079       0.000139      -0.000168      46.655729      -0.143208      -3.170750
   37350.000000       0.001079       0.000121      -0.000177      46.709809      -0.143287      -3.170583
   37400.000000       0.001079       0.000102      -0.000185      46.763882      -0.143350      -3.170429
   37450.000000       0.001079       0.000082      -0.000192      46.817950      -0.143398      -3.170290
   37500.000000       0.001079       0.000061      -0.000198      46.872012      -0.143434      -3.170167
   37550.000000       0.001079       0.000038      -0.000203      46.926070      -0.143458      -3.170060
   37600.000000       0.001079       0.000014      -0.000208      46.980125      -0.143473      -3.169972
   37650.000000       0.001079      -0.000010      -0.000211      47.034176      -0.143481      -3.169904
   37700.000000       0.001079      -0.000035      -0.000212      47.088225      -0.143484      -3.169857
   37750.000000       0.001079      -0.000061      -0.000213      47.142273      -0.143485      -3.169831
   37800.000000       0.001079      -0.000086      -0.000212      47.196320      -0.143485      -3.169826
   37850.000000       0.001079      -0.000111      -0.000209      47.250366      -0.143486      -3.169842
   37900.000000       0.001079      -0.000135      -0.000206      47.304413      -0.143492      -3.169879
   37950.000000       0.001079      -0.000158      -0.000201      47.358461      -0.143504      -3.169935
   38000.000000       0.001079      -0.000180      -0.000196      47.412511      -0.143524      -3.170010
   38050.000000       0.001079      -0.000201      -0.000189      47.466564      -0.143555      -3.170103
   38100.000000       0.001079      -0.000221      -0.000181      47.520620      -0.143597      -3.170212
   38150.000000       0.001079      -0.000239      -0.000173      47.574682      -0.143653      -3.170336
   38200.000000       0.001079      -0.000256      -0.000165      47.628748      -0.143725      -3.170474
   38250.000000       0.001079      -0.000271      -0.000155      47.682821      -0.143813      -3.170624
   38300.000000       0.001079      -0.000286      -0.000146      47.736901      -0.143919      -3.170784
   38350.000000       0.001079      -0.000299      -0.000136      47.790989      -0.144044      -3.170952
   38400.000000       0.001079      -0.000310      -0.000127      47.845084      -0.144189      -3.171126
   38450.000000       0.001079      -0.000320      -0.000117      47.899188      -0.144354      -3.171304
   38500.000000       0.001079      -0.000329      -0.000108      47.953300      -0.144541      -3.171484
   38550.000000       0.001079      -0.000337      -0.000099      48.007420      -0.144747      -3.171664
